shash,genre,years,alt,heading,text
ebf8b5f1faed7a55,csr_philanthropy,"2022,2023,2024,2025",0.106,Helping The Trevor Project support LGBTQ+ youth in crisis,"Since 2019, Google.org has provided the Trevor Project with $2.7 million in funding and 20,000 hours of pro bono support from almost 30 Googlers through the Google.org Fellowship ."
d2d2095125d7bf4b,csr_philanthropy,2025,0.105,Supporting women in the global technology industry with mentorship and community resources,"In 2022, over 50 women graduated from the program and joined Google for Startups Accelerator (GFSA) as mentors, resulting in a 22% increase in women mentors in the GFSA pool across Latin America alone."
3494e82e1fc69696,csr_philanthropy,"2022,2023,2024,2025",0.104,How we’re building belonging for the military-affiliated community at Google,"With help from nearly 500 Google volunteers, VetNet has hosted hiring workshops for 1,600+ service members and their families transitioning to civilian life."
f9800827f33932f5,csr_philanthropy,2025,0.100,Supporting women in the global technology industry with mentorship and community resources,"Programs like Mind the Gap , Women Techmakers , #IamRemarkable , and Google for Startups Accelerator for Women Founders provide mentorship and coaching to women in tech at different stages of their careers."
6390ad57660a2284,csr_philanthropy,"2019,2020",0.099,Community inclusion,"For example, we hosted computer science workshops for high school girls and digital skills training for women entrepreneurs."
15c0ec0fe4eb6169,csr_philanthropy,2025,0.099,Connecting job seekers with in-demand digital skill training,"We also partner with the nonprofit Instituto Rede Mulher Empreendedora, which has trained over 200,000 Black Brazilian women in digital skills and entrepreneurship."
8d5d02a747bb051d,csr_philanthropy,2025,0.098,Connecting job seekers with in-demand digital skill training,"In 2022, we launched the Japan Reskilling Consortium , which brings together more than 40 partners from business, local government, and the nonprofit sector to address Japan’s digital skills gap through training and business support."
4074a85ecca2fb90,csr_philanthropy,2025,0.094,Connecting job seekers with in-demand digital skill training,"For example, TEC oversees a $1 million commitment to organizations dedicated to forging career pathways for aspiring Black technical talent."
9dc87187b290cebc,csr_philanthropy,"2019,2020",0.093,Community inclusion,We conduct campus outreach at 9 women’s colleges.
f26249694ee379f4,csr_philanthropy,2025,0.092,Ensuring more inclusive hiring practices for candidates with disabilities around the world,"In 2022, we introduced a new global e-learning program to help hiring managers better assess candidates with disabilities, including neurodivergence."
d6050fcca3593b10,csr_philanthropy,2016,0.090,Give back,We match Googlers’ charitable donations and add donations for hours Googlers work as volunteers.
8426b06018acdda4,csr_philanthropy,"2019,2020",0.090,What would it take (for tech to reflect its consumer base)?,"The funding will go toward addressing the systemic barriers Black+ and Latinx+ students often face, including increasing the number of AP classes in high-poverty or high-minority schools ( currently those schools have 12x fewer AP classes than their low-poverty and low-minority counterparts )."
e7e9509a75cf8a08,csr_philanthropy,"2019,2020",0.088,Community inclusion,"For transitioning service members who are interested in the growing field of IT support, Google.org gave a $2.5 million grant to the United Service Organizations (USO) to provide training and career guidance that will enable USO to incorporate the Google IT Support Professional Certificate into their programming."
ad8bd6c0cef38905,csr_philanthropy,2025,0.088,Supporting women in the global technology industry with mentorship and community resources,"In particular, Women Techmakers Mentor Development Program empowers women in tech to pursue mentorship opportunities through one-on-one coaching, practical mentoring experience, networking, and skill development opportunities."
4b53b7359738d9c3,csr_philanthropy,2025,0.088,Ensuring more inclusive hiring practices for candidates with disabilities around the world,"Created in partnership with Google’s Disability Alliance Employee Resource Group , the program helps participants address their biases and adopt more inclusive approaches to communication etiquette, job descriptions, interviews, and more."
751b881f1f6ad76c,csr_philanthropy,"2022,2023,2024,2025",0.077,Supporting the mental well-being of service members and Veterans through technology and resources,"In hopes of increasing the visibility and availability of resources, our internal military-connected employee group, VetNet , partnered with Code of Support and other Veteran-service organizations to launch Serving Veterans , a wellness hub with mental health resources and a series of personal stories from Veterans on the value of asking for help."
5f626b68232db917,csr_philanthropy,"2022,2023,2024,2025",0.077,$25M Google.org Impact Challenge for Women and Girls,"Thirty-four organizations have been selected and will receive between $300,000 and $1 million in funding, plus opportunities for mentorship and additional support from Google."
9536ca3866d3288d,csr_philanthropy,"2022,2023,2024,2025",0.070,How we’re building online safety for people marginalized because of their gender,The Economist Intelligence Unit (EIU) was commissioned by Jigsaw to study prevalence of online violence against women .
31e704663791d3cc,csr_philanthropy,"2022,2023,2024,2025",0.069,Helping the military-affiliated community build meaningful careers,"The new initiative is training 8,000 service members and their families in transition to the civilian workforce for in-demand jobs through access to Google Career Certificates ."
fb939c19b2e49c5a,csr_philanthropy,"2022,2023,2024,2025",0.069,Helping the military-affiliated community build meaningful careers,"These trusted partners propel the workshops into communities, helping to train nearly 20,000 military members and Veterans so far."
c1be44fbfc898a59,csr_philanthropy,"2018,2019",0.066,Fostering inclusion for all,A dozen Google offices also provide Veterans with career development; serve Military families through the Fisher House Foundation; support Veterans through the Stanford Ignite and 2 to 4 Accelerator programs; and mark our global Veterans’ service and sacrifice year-round.
4be0d8122327e887,csr_philanthropy,"2022,2023,2024,2025",0.064,Helping the military-affiliated community build meaningful careers,"Google for Education offers an Applied Digital Skills collection with tailored lessons, including resume building and workplace skills, helping Veterans maximize their experience and prepare for their new careers."
59c16a6371f1b57d,csr_philanthropy,2025,0.062,Shifting the story about how disabled people are represented in marketing and media,"In 2021, we launched an in-depth accessible marketing playbook to give marketers, advertisers, and all creatives the tools they need to make work that both resonates with people with disabilities and accurately represents the disability community."
e06368d1cb962b8d,csr_philanthropy,"2019,2020",0.053,Community inclusion,"This year we are announcing several tools and resources for transitioning military personnel, military spouses, and veterans."
6cc9eb4a8865a9c2,csr_philanthropy,2025,0.053,Connecting job seekers with in-demand digital skill training,Our Skills Ignition SG training program is helping thousands of Singaporeans and permanent residents get the skills they need for changing technology and a shifting job market.
5e8ec3943f4ebb39,csr_philanthropy,2025,0.051,Shifting the story about how disabled people are represented in marketing and media,"This work builds on All In , our inclusive marketing toolkit, and was created in partnership with disability inclusion experts like Disability:IN, a nonprofit resource for business disability inclusion worldwide, and LaVant Consulting, a disability-focused strategy and communications firm founded by Andraéa LaVant."
